date,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF,team,opp,loc,age,rookie,regpost
197008060,3,9,5,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197008071,3,9,5,4,3,1,2,3,0,1,1,0,1,0,0,0,1,0,0,0,0,ATL,SDN,0,30,0,1,0
197008090,3,9,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197008110,3,9,4,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,1,30,0,1,0
197008120,3,9,5,4,2,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,MON,1,30,0,1,0
197008141,3,9,5,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ATL,NYN,1,30,0,1,0
197008142,3,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197008150,6,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197008160,3,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197008180,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,1,30,0,1,0
197008190,3,9,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,ATL,PHI,1,30,0,1,0
197008200,3,9,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,PHI,1,30,0,1,0
197008210,3,9,4,4,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197008220,3,9,4,3,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197008240,3,3,5,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197008250,3,9,5,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,0,30,0,1,0
197008260,3,9,5,5,2,0,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,ATL,NYN,0,30,0,1,0
197008280,3,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197008290,3,9,3,3,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197008300,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197009011,3,9,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197009012,5,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197009020,3,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197009030,3,9,5,3,2,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197009051,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197009052,3,3,4,3,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197009060,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197009071,7,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197009072,3,9,4,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197009080,3,9,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197009091,6,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ATL,SDN,0,30,0,1,0
197009092,3,3,5,5,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197009100,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197009110,7,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197009120,3,9,4,4,3,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,ATL,HOU,0,30,0,1,0
197009130,3,9,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197009140,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197009150,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SFN,0,30,0,1,0
197009160,3,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197009180,3,9,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197009220,6,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197009230,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197009240,3,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197009250,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197009260,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197009270,3,9,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197009290,3,9,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197010010,3,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197104050,3,9,5,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,ATL,CIN,0,30,0,1,0
197104070,3,9,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197104090,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PIT,1,30,0,1,0
197104100,3,9,6,5,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,ATL,PIT,1,30,0,1,0
197104110,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PIT,1,30,0,1,0
197104120,3,9,5,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197104130,3,9,4,4,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197104140,3,9,4,4,3,0,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197104160,3,9,5,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197104170,3,9,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197104180,3,9,5,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197104200,3,9,4,3,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,ATL,PIT,0,30,0,1,0
197104240,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197104251,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197104252,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197104270,3,9,5,5,2,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197104280,3,3,4,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197104290,3,9,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SFN,1,30,0,1,0
197104300,3,9,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197105010,3,9,4,3,2,1,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197105020,3,9,4,4,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197105040,8,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197105051,4,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SDN,0,30,0,1,0
197105052,3,3,4,4,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197105070,3,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197105080,3,9,4,4,2,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197105091,3,9,4,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197105092,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197105110,3,9,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,ATL,LAN,0,30,0,1,0
197105120,3,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197105140,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,1,30,0,1,0
197105150,3,9,4,4,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ATL,PHI,1,30,0,1,0
197105160,3,9,4,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,ATL,PHI,1,30,0,1,0
197105170,3,9,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197105180,3,9,4,3,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197105200,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,1,30,0,1,0
197105210,3,9,5,4,3,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,ATL,NYN,0,30,0,1,0
197105220,3,9,6,2,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,ATL,NYN,0,30,0,1,0
197105230,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,0,30,0,1,0
197105240,3,9,5,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197105250,3,9,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197105260,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197105270,3,9,4,4,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197105290,3,9,5,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,1,0
197105300,3,9,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,1,0
197105310,3,9,4,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,ATL,SLN,0,30,0,1,0
197106010,3,9,5,5,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197106020,3,9,4,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197106030,8,9,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197106050,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197106060,3,3,4,4,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197106070,3,9,4,4,4,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197106080,3,9,5,5,2,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197106090,3,9,4,4,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197106100,3,9,4,4,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106110,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106120,3,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106130,3,9,5,5,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106140,3,9,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,ATL,CHN,0,30,0,1,0
197106150,3,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197106160,3,9,5,4,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197106170,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,CIN,0,30,0,1,0
197106180,3,3,4,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197106190,3,3,5,5,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197106202,3,3,4,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197106211,3,3,4,4,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,MON,1,30,0,1,0
197106212,3,3,4,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ATL,MON,1,30,0,1,0
197106230,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,1,30,0,1,0
197106260,3,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197106270,3,9,4,4,2,0,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197106281,9,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106282,3,3,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106290,3,3,4,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197106300,3,9,5,4,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197107010,9,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,MON,0,30,0,1,0
197107020,3,3,4,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ATL,NYN,0,30,0,1,0
197107030,3,3,5,4,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,ATL,NYN,0,30,0,1,0
197107040,3,3,4,4,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,ATL,NYN,0,30,0,1,0
197107050,3,3,5,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,ATL,PHI,1,30,0,1,0
197107090,3,3,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,PIT,0,30,0,1,0
197107100,3,3,5,2,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,ATL,PIT,0,30,0,1,0
197107150,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197107160,3,3,4,3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,ATL,LAN,1,30,0,1,0
197107170,3,3,5,5,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197107181,3,3,5,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ATL,SFN,1,30,0,1,0
197107190,3,3,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197107200,3,3,5,4,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197107211,3,3,6,4,2,2,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,ATL,SDN,1,30,0,1,0
197107240,3,3,6,5,3,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197107250,3,3,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197107270,3,3,5,3,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197107290,3,3,5,3,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,ATL,SFN,0,30,0,1,0
197107300,3,3,5,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197107310,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197108010,3,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197108020,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197108030,3,3,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197108040,3,3,5,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,30,0,1,0
197108050,3,9,7,4,1,3,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,ATL,NYN,1,30,0,1,0
197108070,3,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197108080,3,3,4,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,NYN,1,30,0,1,0
197108100,3,3,4,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ATL,SLN,0,30,0,1,0
197108110,3,3,5,5,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,ATL,SLN,0,30,0,1,0
197108120,3,9,5,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,ATL,HOU,1,30,0,1,0
197108130,3,9,4,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197108140,3,9,4,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197108150,3,3,5,5,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197108160,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197108170,3,3,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197108200,3,3,6,4,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,ATL,SLN,1,30,0,1,0
197108210,3,3,4,4,3,0,2,6,0,1,0,0,2,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197108220,3,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197108231,3,3,4,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,ATL,PIT,1,30,0,1,0
197108240,3,3,4,4,3,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,ATL,PIT,1,30,0,1,0
197108250,3,3,4,4,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,PIT,1,30,0,1,0
197108270,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ATL,CHN,0,30,0,1,0
197108280,3,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197108290,3,3,4,4,2,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197108310,3,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197109010,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197109030,3,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197109040,3,3,5,5,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197109050,3,3,5,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,ATL,SDN,0,30,0,1,0
197109060,3,9,4,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,1,30,0,1,0
197109100,3,3,6,6,3,0,3,4,0,0,2,0,1,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197109110,3,3,4,4,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197109120,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SFN,1,30,0,1,0
197109130,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,0,30,0,1,0
197109140,3,3,4,4,3,0,2,5,0,0,1,0,2,0,0,0,0,1,0,0,0,ATL,CIN,0,30,0,1,0
197109150,3,3,5,5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197109160,3,3,5,3,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,ATL,HOU,0,30,0,1,0
197109170,3,3,5,5,2,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,ATL,LAN,0,30,0,1,0
197109180,3,3,5,4,3,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,ATL,LAN,0,30,0,1,0
197109191,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,0,30,0,1,0
197109210,3,3,4,3,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,SDN,1,30,0,1,0
197109240,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197109250,3,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197109260,3,3,5,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197109280,3,3,4,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197204150,3,9,5,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,ATL,SDN,0,30,0,1,0
197204161,3,3,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SDN,0,30,0,1,0
197204170,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197204180,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,LAN,1,30,0,1,0
197204190,3,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197204200,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,LAN,1,30,0,1,0
197204220,3,3,5,4,2,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197204230,3,3,5,5,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,ATL,CIN,1,30,0,1,0
197204250,3,3,4,3,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197204260,3,3,4,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,1,0
197204280,3,3,6,5,3,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,ATL,PIT,0,30,0,1,0
197204290,3,3,6,5,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,ATL,PIT,0,30,0,1,0
197205020,3,9,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197205030,3,9,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197205040,3,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,0,30,0,1,0
197205050,3,9,4,3,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,1,0
197205060,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,1,0
197205100,3,9,5,3,2,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,ATL,PIT,1,30,0,1,0
197205120,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197205140,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,CHN,1,30,0,1,0
197205150,3,3,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197205160,3,9,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ATL,HOU,0,30,0,1,0
197205170,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,HOU,0,30,0,1,0
197205190,3,9,5,5,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197205211,3,3,5,4,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197205212,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,0,30,0,1,0
197205230,3,3,5,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ATL,CIN,0,30,0,1,0
197205240,9,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ATL,CIN,0,30,0,1,0
197205260,3,3,5,5,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
197205270,3,3,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SFN,1,30,0,1,0
